レコードID,会社名,医療機関コード（正）,郵便番号,都道府県／地域,市区町村,ウェブサイトURL,正規化名,名寄せキー種別,重複グループID,代表フラグ,検索クエリ
343465965283,くぼた内科クリニック,1412011047,254-0911,神奈川県,平塚市山下３－１７－４０,,くぼた内科クリニック,CODE,G000118,代表,くぼた内科クリニック 平塚市 公式サイト
343288732354,あすを生きるメンタルクリニック吉祥寺,1313327657,180-0004,東京都,武蔵野市吉祥寺本町１丁目１５－９　岩﨑吉祥寺ビル７階Ａ,,あすを生きるメンタルクリニック吉祥寺,CODE,G000119,代表,あすを生きるメンタルクリニック吉祥寺 武蔵野市 公式サイト
343279774418,平塚内科と呼吸のクリニック,1412011021,254-0034,神奈川県,平塚市宝町１－１－２Ｆ,,平塚内科と呼吸のクリニック,CODE,G000120,代表,平塚内科と呼吸のクリニック 平塚市 公式サイト
343228602088,厚木腎泌尿器科クリニック,1412910875,243-0017,神奈川県,厚木市栄町２丁目１－５　クリエイト厚木栄町３Ｆ,,厚木腎泌尿器科クリニック,CODE,G000121,代表,厚木腎泌尿器科クリニック 厚木市 公式サイト
343205293762,つじ泌尿器科クリニック,2310608373,460-0004,愛知県,名古屋市中区新栄町１－３ 日丸名古屋ビル７階,,つじ泌尿器科クリニック,CODE,G000122,代表,つじ泌尿器科クリニック 名古屋市中区 公式サイト
343205293761,瀬谷こやす脳神経クリニック,1413410354,246-0014,神奈川県,横浜市瀬谷区中央３番地６　瀬谷駅北口共同ビル１Ｆ,,瀬谷こやす脳神経クリニック,CODE,G000123,代表,瀬谷こやす脳神経クリニック 横浜市瀬谷区 公式サイト
343198138053,山宮整形外科リハビリクリニック,1910116480,400-0075,山梨県,甲府市山宮町９７５－１,,山宮整形外科リハビリクリニック,CODE,G000124,代表,山宮整形外科リハビリクリニック 甲府市 公式サイト
343452739291,あつた在宅クリニック,2310902040,456-0073,愛知県,名古屋市熱田区千代田町１４－３３ 熱田区千代田町貸事務所Ａ,,あつた在宅クリニック,CODE,G000125,代表,あつた在宅クリニック 名古屋市熱田区 公式サイト
343452670687,ゆくるクリニック,2311603159,468-0072,愛知県,名古屋市天白区大坪１－１０１,,ゆくるクリニック,CODE,G000126,代表,ゆくるクリニック 名古屋市天白区 公式サイト
343288732353,新津こどもクリニック,1510128307,956-0031,新潟県,新潟市秋葉区新津５１４９番地２４,,新津こどもクリニック,CODE,G000127,代表,新津こどもクリニック 新潟市秋葉区 公式サイト
343279774417,さくらやまファミリークリニック,2310704040,466-0848,愛知県,名古屋市昭和区長戸町５－４４ 桜山医療ビル２階,,さくらやまファミリクリニック,CODE,G000128,代表,さくらやまファミリークリニック 名古屋市昭和区 公式サイト
343198138052,そだちクリニック希望のまち,1413811049,224-0003,神奈川県,横浜市都筑区中川中央１－３７－１４　フォンテーヌセンター北２０４,,そだちクリニック希望のまち,CODE,G000129,代表,そだちクリニック希望のまち 横浜市都筑区 公式サイト
343228602087,おちゃのまクリニック,1413010998,242-0005,神奈川県,大和市西鶴間８－７－３,,おちゃのまクリニック,CODE,G000130,代表,おちゃのまクリニック 大和市 公式サイト
343452767960,柊なごや呼吸器クリニック名駅スパイラルタワーズ,2310506650,450-0002,愛知県,名古屋市中村区名駅４－２７－１ モード学園スパイラルタワーズＢ２階 Ｂ２０３－ａ,,柊なごや呼吸器クリニック名駅スパイラルタワズ,CODE,G000131,代表,柊なごや呼吸器クリニック名駅スパイラルタワーズ 名古屋市中村区 公式サイト
343452739290,おやまつクリニック,1510128281,951-8133,新潟県,新潟市中央区川岸町２丁目８番地２,,おやまつクリニック,CODE,G000132,代表,おやまつクリニック 新潟市中央区 公式サイト
343465965282,立川在宅ケアクリニック,1313025343,190-0012,東京都,立川市曙町二丁目８番２８号　ＴＡＭＡ　ＭＩＲＡＩ　ＳＱＵＡＲＥ　５階,,立川在宅ケアクリニック,CODE,G000133,代表,立川在宅ケアクリニック 立川市 公式サイト
343370586811,めぐウィメンズクリニック,2314901519,470-0132,愛知県,日進市梅森町新田１４３－１,,めぐウィメンズクリニック,CODE,G000134,代表,めぐウィメンズクリニック 日進市 公式サイト
343265437377,たまプラーザ脳神経クリニック,1413711876,225-0002,神奈川県,横浜市青葉区美しが丘２丁目１７番地２　トーストたまプラーザ１階Ａ号室,,たまプラザ脳神経クリニック,CODE,G000135,代表,たまプラーザ脳神経クリニック 横浜市青葉区 公式サイト
343205293760,六町ハートクリニック,1312136026,121-0073,東京都,足立区六町三丁目５番２３号　サンリット六町Ⅰ　５０３,,六町ハトクリニック,CODE,G000136,代表,六町ハートクリニック 足立区 公式サイト
343452767959,東神奈川コルテアクリニック,1412111020,221-0834,神奈川県,横浜市神奈川区台町１４－１５　栄ビル４階,,東神奈川コルテアクリニック,CODE,G000137,代表,東神奈川コルテアクリニック 横浜市神奈川区 公式サイト
343392399039,海老名皮膚科・美容皮膚科,1414210753,243-0432,神奈川県,海老名市中央１丁目２番２号　ビナフロント１階,,海老名皮膚科美容皮膚科,CODE,G000138,代表,海老名皮膚科・美容皮膚科 海老名市 公式サイト
343279774416,大船てんかん・神経・こどもクリニック,1412111052,247-0055,神奈川県,鎌倉市小袋谷１－３－２　鎌倉服部ビル１０１,,大船てんかん神経こどもクリニック,CODE,G000139,代表,大船てんかん・神経・こどもクリニック 鎌倉市 公式サイト
343272627945,赤羽乳腺クリニック上小田井,2310403460,452-0841,愛知県,名古屋市西区城西町１６－１ コノミヤ城西店２階,,赤羽乳腺クリニック上小田井,CODE,G000140,代表,赤羽乳腺クリニック上小田井 名古屋市西区 公式サイト
343265437376,新潟よしだ眼科,1510128364,950-0088,新潟県,新潟市中央区万代１丁目４番８号,,新潟よしだ眼科,CODE,G000141,代表,新潟よしだ眼科 新潟市中央区 公式サイト
343466040048,溝の口駅前あきやま整形外科・リハビリテーション科　川崎高津区院,1415311006,213-0001,神奈川県,川崎市高津区溝口１丁目１１番２　ＴＳビル　２，３階,,溝の口駅前あきやま整形外科リハビリテション科川崎高津区院,CODE,G000142,代表,溝の口駅前あきやま整形外科・リハビリテーション科 川崎高津区院 川崎市高津区 公式サイト
343465965281,やまもと泌尿器科・内科クリニック,2312602564,442-0845,愛知県,豊川市為当町尻無１５,,やまもと泌尿器科内科クリニック,CODE,G000143,代表,やまもと泌尿器科・内科クリニック 豊川市 公式サイト
343452739289,栄錦三メンタルクリニック,2310608787,460-0003,愛知県,名古屋市中区錦３－７－１９ 錦ＴＫＧビル４階,,栄錦三メンタルクリニック,CODE,G000144,代表,栄錦三メンタルクリニック 名古屋市中区 公式サイト
343452670686,関内さくら通りクリニック,1414117930,231-0015,神奈川県,横浜市中区尾上町三丁目２８番地　横浜国際ビル６階,,関内さくら通りクリニック,CODE,G000145,代表,関内さくら通りクリニック 横浜市中区 公式サイト
343442010816,かしわぎ健幸クリニック,1414410189,252-1108,神奈川県,綾瀬市深谷上２丁目１５－１,,かしわぎ健幸クリニック,CODE,G000146,代表,かしわぎ健幸クリニック 綾瀬市 公式サイト
343228602086,立川外科クリニック,1313025756,190-0012,東京都,立川市曙町一丁目２９番７号　キングストンパレス立川２階,,立川外科クリニック,CODE,G000147,代表,立川外科クリニック 立川市 公式サイト
343205293759,横浜ステーションクリニック,1413111590,220-0005,神奈川県,横浜市西区南幸一丁目１０番１号　相鉄南幸第１６ビル４階２号室,,横浜ステションクリニック,CODE,G000148,代表,横浜ステーションクリニック 横浜市西区 公式サイト
343201665753,まんまるクリニック,1314521662,201-0014,東京都,狛江市東和泉１－２７－１１　狛江メディカルビルディング２階,,まんまるクリニック,CODE,G000149,代表,まんまるクリニック 狛江市 公式サイト
343390618332,上飯田ねむの木こころクリニック,2310304189,462-0802,愛知県,名古屋市北区上飯田北町２－５,,上飯田ねむの木こころクリニック,CODE,G000150,代表,上飯田ねむの木こころクリニック 名古屋市北区 公式サイト
343272627944,いなぐま在宅クリニック,2310803149,467-0835,愛知県,名古屋市瑞穂区井戸田町４－７２ アーバンＣｏｈ４０３,,いなぐま在宅クリニック,CODE,G000151,代表,いなぐま在宅クリニック 名古屋市瑞穂区 公式サイト
343452650191,ＹＳＡスポーツと医科学のクリニック横浜関内,1414117510,231-0017,神奈川県,横浜市中区港町一丁目１番地１　ＢＡＳＥＧＡＴＥ横浜関内８階,,ysaスポツと医科学のクリニック横浜関内,CODE,G000152,代表,YSAスポーツと医科学のクリニック横浜関内 横浜市中区 公式サイト
343198138051,新栄宮川クリニック,2310608738,460-0007,愛知県,名古屋市中区新栄１－１４－５ ホワイトメゾン新栄１階,,新栄宮川クリニック,CODE,G000153,代表,新栄宮川クリニック 名古屋市中区 公式サイト
343288732352,にいがた東眼科,1510128356,950-0017,新潟県,新潟市東区新松崎１丁目７番９号,,にいがた東眼科,CODE,G000154,代表,にいがた東眼科 新潟市東区 公式サイト
343452670685,溝の口駅前内科・呼吸器内科,1415311014,213-0001,神奈川県,川崎市高津区溝口１－１１－２　ＴＳビル４階,,溝の口駅前内科呼吸器内科,CODE,G000155,代表,溝の口駅前内科・呼吸器内科 川崎市高津区 公式サイト
343201665751,医療法人社団進興会　立川北口レディス健診館,1313025830,190-0012,東京都,立川市曙町二丁目９番２号　菊屋ビルディング２階・３階,,進興会立川北口レディス健診館,CODE,G000156,代表,医療法人社団進興会 立川北口レディス健診館 立川市 公式サイト
343452699379,ブランクリニック　横浜院,1413111000,220-0004,神奈川県,横浜市西区北幸１丁目１１番１号　水信ビル　１階、Ｂ１階及びＢ２階,,ブランクリニック横浜院,CODE,G000157,代表,ブランクリニック 横浜院 横浜市西区 公式サイト
343392399037,片倉町たなか整形外科,1412110780,221-0865,神奈川県,横浜市神奈川区片倉一丁目２８番１１号　４階,,片倉町たなか整形外科,CODE,G000158,代表,片倉町たなか整形外科 横浜市神奈川区 公式サイト
343464019647,たなか呼吸器とぜんそくのクリニック,2314901501,470-0122,愛知県,日進市蟹甲町浅間下６－１,,たなか呼吸器とぜんそくのクリニック,CODE,G000159,代表,たなか呼吸器とぜんそくのクリニック 日進市 公式サイト
